tool,check_id,check_title,status,severity,service,resource_name,resource_id,region,description,remediation,compliance,timestamp,account_id
scoutsuite,postgresql-database-servers-log-duration-not-on,Server Parameter Log Duration Not Set to 'ON',pass,medium,PostgresSQL Database,,,,"Enabling <samp>log_duration</samp> helps the PostgreSQL Database to <samp>Logs the duration of each completed SQL statement</samp> which in turn generates query and error logs. Query and error logs can be used to identify, troubleshoot, and repair configuration errors and sub-optimal performance.","From Azure Console: <ol><li>Login to Azure Portal using https://portal.azure.com</li><li>Go to <samp>Azure Database</samp> for <samp>PostgreSQL server</samp></li><li>For each database, click on <samp>Server parameters</samp></li><li>Search for <samp>log_duration.</samp></li><li>Click <samp>ON</samp> and save.</li></ol>",CIS Microsoft Azure Foundations 4.3.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,postgresql-database-servers-log-retention-days-less-than-4,Server Parameter Log Retention Days Less Than 4,pass,medium,PostgresSQL Database,,,,"Enabling <samp>log_retention_days</samp> helps PostgreSQL Database to <samp>Sets number of days a log file is retained</samp> which in turn generates query and error logs. Query and error logs can be used to identify, troubleshoot, and repair configuration errors and sub-optimal performance.","From Azure Console: <ol><li>Login to Azure Portal using https://portal.azure.com</li><li>Go to <samp>Azure Database</samp> for <samp>PostgreSQL server</samp></li><li>For each database, click on <samp>Server parameters</samp></li><li>Search for <samp>retention_days.</samp></li><li>Enter value in range 4-7 (inclusive) and save.</li></ol>",CIS Microsoft Azure Foundations 4.3.8 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,postgresql-database-servers-ssl-enforcement-disabled,Enforce SSL Connection Is Disabled for PostgreSQL Database Server,pass,medium,PostgresSQL Database,,,,"<samp>SSL connectivity</samp> helps to provide a new layer of security, by connecting database server to client applications using Secure Sockets Layer (SSL). Enforcing SSL connections between database server and client applications helps protect against ""man in the middle"" attacks by encrypting the data stream between the server and application.","From Azure Console: <ol><li>Login to Azure Portal using https://portal.azure.com</li><li>Go to <samp>Azure Database</samp> for <samp>PostgreSQL server</samp></li><li>For each database, click on <samp>Connection security</samp></li><li>In <samp>SSL</samp> settings.</li><li>Click <samp>Enabled</samp> to Enforce SSL connection</li></ol>",CIS Microsoft Azure Foundations 4.3.1 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,rbac-administering-resource-locks-assigned,No Administering Resource Locks Role,fail,high,RBAC,843e85de-3f5f-4614-967a-9f39f1fe9ba7,rbac.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.custom_roles_report.843e85de-3f5f-4614-967a-9f39f1fe9ba7.missing_custom_role_administering_resource_locks,,"Given the resource lock functionality is outside of standard Role Based Access Control(RBAC), it would be prudent to create a resource lock administrator role to prevent inadvertent unlocking of resources.","From Azure Console: <ol><li>In the Azure portal, open a subscription or resource group where you want the custom role to be assignable.</li><li>Select <samp>Access control (IAM)</samp></li> <li> Click <samp> Add</samp></li><li>Select Add custom role</li><li>
    Select Add custom role
</li><li>
    In the Custom Role Name field enter <samp>Resource Lock Administrator</samp>
</li>
<li>
    In the <samp>Description</samp> field enter <samp>Can Administer Resource Locks</samp>
</li>
<li>
    For <samp>Baseline permissions</samp> select <samp> Start from scratch</samp>
</li>
<li>
    Click <samp>next</samp>
</li>
<li>
    In the <samp>Permissions</samp> select <samp>Add permissions</samp>
</li>
<li>In the Search for a permission box, type in <samp>Microsoft.Authorization/locks</samp> to search for permissions.</li>
<li> Select the check box next to the permission called <samp>Microsoft.Authorization/locks</samp></li>
<li>Click <samp>add</samp></li>
<li>Click <samp>Review+create</samp></li>
<li>Click <samp>Create</samp></li>
<li>Assign the newly created role to the appropriate user</li> </ol>",CIS Microsoft Azure Foundations 1.23 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,rbac-custom-subscription-owner-role-not-allowed,Custom Subscription Owner Role Not Allowed,pass,high,RBAC,,,,"Classic subscription admin roles offer basic access management and include Account Administrator, Service Administrator, and Co-Administrators. It is recommended the least necessary permissions be given initially. Permissions can be added as needed by the account holder. This ensures the account holder cannot perform actions which were not intended.","From Azure Command Line Interface 2.0: <ol><li><samp>az role definition list</samp></li><li>Check for entries with <samp>assignableScope</samp> of <samp>/</samp> or a <samp> subscription</samp>, and an action of <samp>*</samp></li> <li> Verify the usage and impact of removing the role identified:</li><li><samp>az role definition delete --name ""rolename""</samp></li></ol>",CIS Microsoft Azure Foundations 1.21 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-auto-provisioning-off,No Automatic Provisioning of Monitoring Agent,pass,medium,Security Center,,,,"When Automatic provisioning of monitoring agentis turned on, Azure Security Center provisions the Microsoft Monitoring Agent on all existing supported Azure virtual machines and any new ones that are created. The Microsoft Monitoring Agent scans for various security-related configurations and events such as system updates, OS vulnerabilities, endpoint protection, and provides alerts.",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on subscription</li><li>Click on <samp>Data Collection</samp></li><li>Set <samp>Automatic provisioning</samp> to <samp>On</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.2 v1.1.0; CIS Microsoft Azure Foundations 2.9 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-security-contacts-email-not-set,No Security Contact Email Set,pass,medium,Security Center,,,,Azure Security Center emails the Subscription Owner to notify them about security alerts. Adding your Security Contact's email address to the 'Additional email addresses' field ensures that your organization's Security Team is included in these alerts. This ensures that the proper people are aware of any potential compromise in order to mitigate the risk in a timely fashion.,"From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the appropriate Management Group, Subscription, or Workspace</li><li>Click on <samp>Email notifications</samp></li><li>Enter a valid security contact email address (or multiple addresses separated by commas) in the <samp>Additional email addresses</samp> field</li><li>Click <samp>Save</samp></li></ol>",CIS Microsoft Azure Foundations 2.16 v1.1.0; CIS Microsoft Azure Foundations 2.11 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-security-contacts-no-admin-email-notifications,"""Sending Email to Security Contact on Alert"" Is ""Off""",pass,medium,Security Center,,,,Enabling security alert emails to subscription owners ensures that they receive security alert emails from Microsoft. This ensures that they are aware of any potential security issues and can mitigate the risk in a timely fashion.,"From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the appropriate Management Group, Subscription, or Workspace</li><li>Click on <samp>Email notifications</samp></li><li> In the drop down of the <samp>All users with the following roles</samp> field select <samp>Owner</samp></li><li>Click <samp>Save</samp></li></ol>",CIS Microsoft Azure Foundations 2.19 v1.1.0; CIS Microsoft Azure Foundations 2.13 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-security-contacts-no-email-notifications,"""Sending Email to Administrators on Alert"" Is ""Off""",pass,medium,Security Center,,,,Enabling securityalert emails ensures that security alert emails are received from Microsoft. This ensures that the right people are aware of any potential security issues and are able to mitigate the risk.,"From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the appropriate Management Group, Subscription, or Workspace</li><li>Click on <samp>Email notifications</samp></li><li>Under 'Notification types', check the check box next to <samp>Notify about alerts with the following severity (or higher)</samp>: and select <samp>High</samp> from the drop down menu</li><li>Click <samp>Save</samp></li></ol>",CIS Microsoft Azure Foundations 2.18 v1.0.0; CIS Microsoft Azure Foundations 2.12 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-security-contacts-not-set,No Security Contact Set,fail,medium,Security Center,security_contacts,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.security_contacts.security_contact_not_set,,Set at least one security contact.,,CIS Microsoft Azure Foundations 2.16 v1.0.0; CIS Microsoft Azure Foundations 2.17 v1.0.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-security-contacts-phone-not-set,No Security Contact Phone Set,pass,medium,Security Center,,,,Set at least one security contact phone number.,,CIS Microsoft Azure Foundations 2.17 v1.1.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-settings-MCAS-integration-disabled,Microsoft Cloud App Security (MCAS) Is Disabled,pass,medium,Security Center,,,,"Security Center offers an additional layer of protection by using Azure Resource Manager events, which is considered to be the control plane for Azure. By analyzing the Azure Resource Manager records, Security Center detects unusual or potentially harmful operations in the Azure subscription environment. Several of the preceding analytics are powered by Microsoft Cloud App Security.",From Azure console:<ol><li>Go to <samp>Azure Security Center</samp></li><li>Select <samp>Security policy</samp> blade</li><li>Click on <samp>Edit Settings</samp> to alter the the security policy for a subscription</li><li>Select the <samp>Threat Detection</samp> blade</li><li>Check/Enable option <samp>Allow Microsoft Cloud App Security to access my data</samp></li><li>Select <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.8 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-settings-WDATP-integration-disabled,Windows Defender ATP (WDATP) Is Disabled,pass,medium,Security Center,,,,"WDATP integration brings comprehensive Endpoint Detection and Response (EDR) capabilities within security center. This integration helps to spot abnormalities, detect and respond to advanced attacks on Windows server endpoints monitored by Azure Security Center. Windows Defender ATP in Security Center supports detection on Windows Server 2016, 2012 R2, and 2008 R2 SP1 operating systems in a Standard service subscription.",From Azure console:<ol><li>Go to <samp>Azure Security Center</samp></li><li>Select <samp>Security policy</samp> blade</li><li>Click on <samp>Edit Settings</samp> to alter the the security policy for a subscription</li><li>Select the <samp>Threat Detection</samp> blade</li><li>Check/Enable option <samp>Allow Windows Defender ATP to access my data</samp></li><li>Select <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.7 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-bcb6591d424173db074b927f40efed62afc940ea,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-bcb6591d424173db074b927f40efed62afc940ea.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-04f1d87506d8566b441d8cdc049f7b26be4ae50b,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-04f1d87506d8566b441d8cdc049f7b26be4ae50b.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-e37f8ff8212bcdc2fddec09a3d6ec9e2b3b495ff,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-e37f8ff8212bcdc2fddec09a3d6ec9e2b3b495ff.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-407f40b1efa2df0a083057f1939199290891d200,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-407f40b1efa2df0a083057f1939199290891d200.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-8d09b1a421cf5d52fecc69813af0e953ef796d0b,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-8d09b1a421cf5d52fecc69813af0e953ef796d0b.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-1fb869ed0a38605adfeca52e5cbb3f1a8c96c706,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-1fb869ed0a38605adfeca52e5cbb3f1a8c96c706.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-1efb1cece0b16005ae09f6cfb4091e0b63776410,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-1efb1cece0b16005ae09f6cfb4091e0b63776410.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-a665a0475f80ee9b3912ef72c778547d3a86a988,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-a665a0475f80ee9b3912ef72c778547d3a86a988.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-eb8d995ab1bf5e5190ad499b32971f16b77e0938,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-eb8d995ab1bf5e5190ad499b32971f16b77e0938.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-a84c974fde521f407859f0799121c4cb55a95258,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-a84c974fde521f407859f0799121c4cb55a95258.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-68f5ebb264a5a96d33ea2a31bdad20667a6a4a84,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-68f5ebb264a5a96d33ea2a31bdad20667a6a4a84.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-6db41699300783f7c9f43a6db04d93766d4843a9,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-6db41699300783f7c9f43a6db04d93766d4843a9.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-b7d76e41cd03c0e692db97d491d9ea36394aa5f3,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-b7d76e41cd03c0e692db97d491d9ea36394aa5f3.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-335c0814dfdec18b7acc6ee13ac0a883e3d8830b,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-335c0814dfdec18b7acc6ee13ac0a883e3d8830b.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-423235cd915309884a0cac59afa28c9bb35faf16,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-423235cd915309884a0cac59afa28c9bb35faf16.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,fail,medium,Security Center,scoutid-e58520d86516ec0ced737d6bdd3b0671c4ee6a1a,securitycenter.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.pricings.scoutid-e58520d86516ec0ced737d6bdd3b0671c4ee6a1a.pricing_tier,,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,CIS Microsoft Azure Foundations 2.1 v1.1.0; CIS Microsoft Azure Foundations 2.1 to 2.6 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,sqldatabase-allow-any-ip,SQL Database Allow Ingress 0.0.0.0/0 (Any IP),pass,medium,SQL Database,,,,"SQL Server includes a firewall to block access to unauthorized connections. More granular IP addresses can be defined by referencing the range of addresses available from specific datacenters. In order to reduce the potential attack surface for a SQL server, firewall rules should be defined with more granular IP addresses by referencing the range of addresses available from specific datacenters.",In the Azure console:<ol><li>Go to <samp>SQL servers</samp></li><li>For each SQL server</li><li>Click on <samp>Firewall/Virtual Networks</samp></li><li>Set <samp>Allow access to Azure services</samp> to 'OFF'</li><li>Set firewall rules to limit access to only authorized connections</li></ol>,CIS Microsoft Azure Foundations 6.3 v1.2.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,sqldatabase-databases-auditing-low-retention,Short Auditing Retention Period for SQL Databases,pass,medium,SQL Database,,,,Auditing retention period should be greater than 90 days. Audit Logs can be used to check for anomalies and give insight into suspected breaches or misuse of information and access.,"From Azure Console:
<ol>
    <li>Go to <samp>SQL servers</samp></li>
    <li>For each server instance</li>
    <li>Click on <samp>Auditing</samp></li>
    <li>Select <samp>Storage Details</samp> </li>
    <li>Ensure <samp>Retention (days) </samp>setting <samp>greater than 90 days</samp></li>
</ol>",CIS Microsoft Azure Foundations 4.1.3 v1.2.0; CIS Microsoft Azure Foundations 4.2 v1.0.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
scoutsuite,sqldatabase-databases-no-auditing,Auditing Disabled for SQL Databases,fail,medium,SQL Database,ref3tier-dev-db,sqldatabase.subscriptions.843e85de-3f5f-4614-967a-9f39f1fe9ba7.servers.scoutid-2a2ef65e6404307698162b58a08b6439030c3fc3.databases.ref3tier-dev-db.db_auditing_disabled,,"Auditing tracks database events and writes them to an audit log in the Azure storage account. It also helps to maintain regulatory compliance, understand database activity, and gain insight into discrepancies and anomalies that could indicate business concerns or suspected security violations.","From Azure Console:
<ol>
    <li>Go to <samp>SQL servers</samp></li>
    <li>For each server instance</li>
    <li>Click on <samp>Auditing</samp></li>
    <li>Set <samp>Auditing</samp> to On</li>
</ol>",CIS Microsoft Azure Foundations 4.1.1 v1.2.0; CIS Microsoft Azure Foundations 4.2 v1.0.0,2026-07-01 22:20:57+0530,e1a014d8-2ca2-4275-8220-414092cd8ed6
